Job_Title,Company,Location,Skills,Experience_Level,Salary
AI Engineer,Microsoft,"Seattle, WA","Python, SQL, Machine Learning",Mid,181822
AI Engineer,Facebook,"San Francisco, CA","C++, Deep Learning, TensorFlow",Senior,79050
Data Scientist,Tesla,"New York, NY","Java, AWS, Docker",Mid,81125
Machine Learning Engineer,Facebook,"Boston, MA","C++, Deep Learning, TensorFlow",Senior,152661
AI Engineer,Facebook,"San Francisco, CA","C++, Deep Learning, TensorFlow",Entry,148116
DevOps Engineer,Tesla,"Austin, TX","JavaScript, React, Node.js",Mid,179233
Data Scientist,Google,"San Francisco, CA","Python, Pandas, Data Science",Mid,150155
Data Scientist,Facebook,"San Francisco, CA","JavaScript, React, Node.js",Senior,189843
DevOps Engineer,Facebook,"Austin, TX","Java, AWS, Docker",Senior,73869
Machine Learning Engineer,Microsoft,"Austin, TX","Java, AWS, Docker",Mid,122167
DevOps Engineer,Tesla,"San Francisco, CA","JavaScript, React, Node.js",Senior,123576
Machine Learning Engineer,Amazon,"Austin, TX","Python, Pandas, Data Science",Entry,81677
DevOps Engineer,Google,"New York, NY","JavaScript, React, Node.js",Mid,185662
DevOps Engineer,Google,"Austin, TX","Java, AWS, Docker",Entry,136794
Software Engineer,Tesla,"Austin, TX","Python, Pandas, Data Science",Mid,135675
Data Scientist,Microsoft,"San Francisco, CA","Java, AWS, Docker",Entry,102325
DevOps Engineer,Microsoft,"New York, NY","Python, Pandas, Data Science",Mid,100503
DevOps Engineer,Tesla,"Seattle, WA","Python, Pandas, Data Science",Senior,79514
AI Engineer,Microsoft,"Seattle, WA","JavaScript, React, Node.js",Mid,116196
Data Scientist,Google,"Boston, MA","JavaScript, React, Node.js",Entry,154633
AI Engineer,Google,"Austin, TX","JavaScript, React, Node.js",Mid,143324
Data Scientist,Amazon,"Austin, TX","Python, Pandas, Data Science",Entry,145550
AI Engineer,Tesla,"New York, NY","Python, Pandas, Data Science",Entry,140331
DevOps Engineer,Facebook,"Seattle, WA","Java, AWS, Docker",Entry,83653
DevOps Engineer,Facebook,"Boston, MA","C++, Deep Learning, TensorFlow",Senior,157294
Software Engineer,Amazon,"New York, NY","JavaScript, React, Node.js",Mid,103755
AI Engineer,Amazon,"Austin, TX","Java, AWS, Docker",Entry,164296
Machine Learning Engineer,Microsoft,"Seattle, WA","Java, AWS, Docker",Senior,158354
Software Engineer,Amazon,"Boston, MA","Python, SQL, Machine Learning",Entry,131988
AI Engineer,Amazon,"San Francisco, CA","JavaScript, React, Node.js",Mid,97921
AI Engineer,Facebook,"Seattle, WA","Java, AWS, Docker",Senior,106668
Software Engineer,Microsoft,"Boston, MA","Python, SQL, Machine Learning",Entry,115175
DevOps Engineer,Amazon,"New York, NY","JavaScript, React, Node.js",Entry,113452
AI Engineer,Amazon,"San Francisco, CA","Python, Pandas, Data Science",Entry,106149
DevOps Engineer,Microsoft,"Boston, MA","Python, SQL, Machine Learning",Mid,75839
Software Engineer,Tesla,"Boston, MA","Python, Pandas, Data Science",Senior,62155
DevOps Engineer,Microsoft,"Austin, TX","C++, Deep Learning, TensorFlow",Senior,198091
Data Scientist,Facebook,"Seattle, WA","C++, Deep Learning, TensorFlow",Senior,114512
Machine Learning Engineer,Tesla,"Austin, TX","C++, Deep Learning, TensorFlow",Entry,146150
AI Engineer,Google,"San Francisco, CA","C++, Deep Learning, TensorFlow",Senior,186041
Machine Learning Engineer,Microsoft,"Boston, MA","Java, AWS, Docker",Entry,86190
DevOps Engineer,Facebook,"Austin, TX","C++, Deep Learning, TensorFlow",Mid,70928
AI Engineer,Tesla,"Seattle, WA","Java, AWS, Docker",Senior,108425
DevOps Engineer,Microsoft,"San Francisco, CA","Java, AWS, Docker",Entry,134134
Data Scientist,Amazon,"New York, NY","JavaScript, React, Node.js",Senior,169875
Software Engineer,Microsoft,"Austin, TX","Java, AWS, Docker",Senior,184264
AI Engineer,Google,"San Francisco, CA","Java, AWS, Docker",Mid,170191
Data Scientist,Microsoft,"New York, NY","C++, Deep Learning, TensorFlow",Senior,163716
Data Scientist,Tesla,"Austin, TX","Java, AWS, Docker",Mid,116321
AI Engineer,Tesla,"San Francisco, CA","Python, Pandas, Data Science",Senior,173782
DevOps Engineer,Microsoft,"San Francisco, CA","C++, Deep Learning, TensorFlow",Senior,169398
Data Scientist,Tesla,"Austin, TX","Python, SQL, Machine Learning",Senior,118973
Machine Learning Engineer,Amazon,"San Francisco, CA","C++, Deep Learning, TensorFlow",Senior,112414
Data Scientist,Microsoft,"Boston, MA","Java, AWS, Docker",Senior,89692
DevOps Engineer,Amazon,"Austin, TX","Python, Pandas, Data Science",Senior,165958
DevOps Engineer,Amazon,"San Francisco, CA","C++, Deep Learning, TensorFlow",Mid,108750
Machine Learning Engineer,Facebook,"New York, NY","Python, Pandas, Data Science",Mid,128456
Data Scientist,Microsoft,"New York, NY","Python, SQL, Machine Learning",Entry,84085
DevOps Engineer,Tesla,"Boston, MA","Python, SQL, Machine Learning",Senior,82925
AI Engineer,Amazon,"Austin, TX","JavaScript, React, Node.js",Mid,65615
Software Engineer,Facebook,"San Francisco, CA","JavaScript, React, Node.js",Senior,97083
Software Engineer,Microsoft,"San Francisco, CA","C++, Deep Learning, TensorFlow",Senior,170764
Software Engineer,Microsoft,"New York, NY","JavaScript, React, Node.js",Mid,69605
Data Scientist,Google,"Boston, MA","Python, Pandas, Data Science",Senior,171093
Machine Learning Engineer,Google,"New York, NY","JavaScript, React, Node.js",Mid,104608
DevOps Engineer,Amazon,"New York, NY","Python, Pandas, Data Science",Mid,188788
AI Engineer,Google,"Boston, MA","JavaScript, React, Node.js",Entry,79192
AI Engineer,Amazon,"Austin, TX","JavaScript, React, Node.js",Entry,194403
Data Scientist,Tesla,"San Francisco, CA","JavaScript, React, Node.js",Entry,111330
Software Engineer,Amazon,"Austin, TX","Java, AWS, Docker",Entry,109949
Data Scientist,Google,"Seattle, WA","Java, AWS, Docker",Senior,128382
Machine Learning Engineer,Tesla,"Seattle, WA","JavaScript, React, Node.js",Senior,159233
Machine Learning Engineer,Google,"Seattle, WA","Python, Pandas, Data Science",Entry,112243
DevOps Engineer,Amazon,"Boston, MA","C++, Deep Learning, TensorFlow",Mid,160566
DevOps Engineer,Facebook,"New York, NY","Python, SQL, Machine Learning",Mid,118618
Machine Learning Engineer,Microsoft,"Austin, TX","Java, AWS, Docker",Mid,198621
Machine Learning Engineer,Google,"San Francisco, CA","JavaScript, React, Node.js",Mid,178168
Machine Learning Engineer,Amazon,"Seattle, WA","Python, SQL, Machine Learning",Senior,112494
Data Scientist,Tesla,"Austin, TX","Java, AWS, Docker",Mid,83958
Machine Learning Engineer,Google,"Seattle, WA","C++, Deep Learning, TensorFlow",Mid,167960
AI Engineer,Google,"Seattle, WA","Python, Pandas, Data Science",Entry,162478
Software Engineer,Microsoft,"San Francisco, CA","JavaScript, React, Node.js",Mid,65833
Machine Learning Engineer,Amazon,"Boston, MA","C++, Deep Learning, TensorFlow",Senior,159341
Software Engineer,Facebook,"New York, NY","Java, AWS, Docker",Mid,154240
Data Scientist,Tesla,"Boston, MA","JavaScript, React, Node.js",Mid,167955
Software Engineer,Amazon,"Austin, TX","Python, SQL, Machine Learning",Senior,64073
Data Scientist,Tesla,"Boston, MA","Python, Pandas, Data Science",Entry,77667
AI Engineer,Google,"Austin, TX","Java, AWS, Docker",Senior,66732
Data Scientist,Microsoft,"Austin, TX","Python, Pandas, Data Science",Entry,115097
Data Scientist,Microsoft,"New York, NY","JavaScript, React, Node.js",Mid,63487
DevOps Engineer,Facebook,"San Francisco, CA","C++, Deep Learning, TensorFlow",Entry,117702
Machine Learning Engineer,Microsoft,"New York, NY","Python, Pandas, Data Science",Entry,154961
Machine Learning Engineer,Google,"Boston, MA","Python, SQL, Machine Learning",Entry,145107
AI Engineer,Facebook,"Austin, TX","Java, AWS, Docker",Mid,167721
AI Engineer,Amazon,"Seattle, WA","Python, SQL, Machine Learning",Entry,131031
Machine Learning Engineer,Microsoft,"Seattle, WA","Python, Pandas, Data Science",Entry,144217
DevOps Engineer,Facebook,"Austin, TX","C++, Deep Learning, TensorFlow",Mid,74781
Machine Learning Engineer,Google,"New York, NY","C++, Deep Learning, TensorFlow",Senior,99865
DevOps Engineer,Tesla,"San Francisco, CA","Python, SQL, Machine Learning",Senior,68469
AI Engineer,Tesla,"New York, NY","JavaScript, React, Node.js",Senior,105167
Software Engineer,Google,"Austin, TX","JavaScript, React, Node.js",Mid,79928
AI Engineer,Google,"Austin, TX","C++, Deep Learning, TensorFlow",Mid,99599
AI Engineer,Tesla,"San Francisco, CA","Python, SQL, Machine Learning",Senior,126504
Data Scientist,Facebook,"Boston, MA","Python, SQL, Machine Learning",Entry,130687
Data Scientist,Tesla,"Boston, MA","Python, SQL, Machine Learning",Senior,169122
Data Scientist,Google,"San Francisco, CA","Python, Pandas, Data Science",Mid,146284
Data Scientist,Microsoft,"Boston, MA","JavaScript, React, Node.js",Entry,145227
DevOps Engineer,Amazon,"Seattle, WA","JavaScript, React, Node.js",Entry,157556
Machine Learning Engineer,Microsoft,"Boston, MA","Python, Pandas, Data Science",Mid,103560
Software Engineer,Microsoft,"Boston, MA","Java, AWS, Docker",Entry,87256
AI Engineer,Google,"Boston, MA","Python, Pandas, Data Science",Senior,66125
DevOps Engineer,Tesla,"Seattle, WA","Python, SQL, Machine Learning",Mid,64370
Software Engineer,Facebook,"Boston, MA","Python, Pandas, Data Science",Mid,64838
DevOps Engineer,Microsoft,"Seattle, WA","Python, SQL, Machine Learning",Mid,174479
DevOps Engineer,Tesla,"San Francisco, CA","C++, Deep Learning, TensorFlow",Mid,117429
AI Engineer,Facebook,"New York, NY","Python, SQL, Machine Learning",Entry,194206
Machine Learning Engineer,Microsoft,"San Francisco, CA","JavaScript, React, Node.js",Mid,103199
Data Scientist,Facebook,"New York, NY","Python, Pandas, Data Science",Mid,137092
Machine Learning Engineer,Tesla,"San Francisco, CA","Python, SQL, Machine Learning",Entry,184925
AI Engineer,Amazon,"New York, NY","Java, AWS, Docker",Mid,80113
AI Engineer,Tesla,"New York, NY","C++, Deep Learning, TensorFlow",Entry,156102
AI Engineer,Google,"Austin, TX","Java, AWS, Docker",Entry,62669
Software Engineer,Facebook,"New York, NY","Java, AWS, Docker",Mid,196789
Machine Learning Engineer,Amazon,"New York, NY","Java, AWS, Docker",Senior,137818
Machine Learning Engineer,Facebook,"Austin, TX","C++, Deep Learning, TensorFlow",Mid,139737
DevOps Engineer,Facebook,"Boston, MA","C++, Deep Learning, TensorFlow",Senior,84406
DevOps Engineer,Microsoft,"Boston, MA","C++, Deep Learning, TensorFlow",Entry,72873
DevOps Engineer,Google,"Austin, TX","C++, Deep Learning, TensorFlow",Senior,185812
AI Engineer,Facebook,"Seattle, WA","Java, AWS, Docker",Mid,142048
Machine Learning Engineer,Tesla,"New York, NY","JavaScript, React, Node.js",Mid,83461
AI Engineer,Tesla,"New York, NY","JavaScript, React, Node.js",Senior,73448
Software Engineer,Microsoft,"Austin, TX","C++, Deep Learning, TensorFlow",Mid,75198
DevOps Engineer,Google,"Austin, TX","Python, Pandas, Data Science",Senior,133158
AI Engineer,Google,"Seattle, WA","Python, SQL, Machine Learning",Entry,125470
AI Engineer,Tesla,"Boston, MA","Python, Pandas, Data Science",Senior,80739
Software Engineer,Amazon,"San Francisco, CA","Python, Pandas, Data Science",Senior,144054
Data Scientist,Microsoft,"Boston, MA","Python, Pandas, Data Science",Senior,118186
Machine Learning Engineer,Microsoft,"New York, NY","JavaScript, React, Node.js",Senior,86547
Data Scientist,Tesla,"Austin, TX","Python, SQL, Machine Learning",Entry,154472
DevOps Engineer,Tesla,"Seattle, WA","Python, Pandas, Data Science",Entry,145823
AI Engineer,Amazon,"Boston, MA","C++, Deep Learning, TensorFlow",Entry,166887
Software Engineer,Amazon,"Seattle, WA","JavaScript, React, Node.js",Senior,70686
Software Engineer,Google,"Boston, MA","C++, Deep Learning, TensorFlow",Entry,94062
Machine Learning Engineer,Microsoft,"New York, NY","C++, Deep Learning, TensorFlow",Mid,108216
Data Scientist,Microsoft,"San Francisco, CA","Python, Pandas, Data Science",Entry,91653
Machine Learning Engineer,Tesla,"Seattle, WA","C++, Deep Learning, TensorFlow",Senior,81673
AI Engineer,Google,"Seattle, WA","Python, SQL, Machine Learning",Mid,79629
Machine Learning Engineer,Microsoft,"San Francisco, CA","C++, Deep Learning, TensorFlow",Senior,180756
Software Engineer,Google,"Seattle, WA","Python, Pandas, Data Science",Mid,171641
Software Engineer,Google,"Seattle, WA","C++, Deep Learning, TensorFlow",Senior,85063
DevOps Engineer,Tesla,"Boston, MA","JavaScript, React, Node.js",Senior,79322
DevOps Engineer,Google,"Boston, MA","JavaScript, React, Node.js",Mid,72693
AI Engineer,Amazon,"San Francisco, CA","JavaScript, React, Node.js",Entry,162379
Data Scientist,Amazon,"New York, NY","Java, AWS, Docker",Mid,72651
Machine Learning Engineer,Facebook,"Seattle, WA","JavaScript, React, Node.js",Mid,69275
AI Engineer,Tesla,"New York, NY","JavaScript, React, Node.js",Mid,105606
DevOps Engineer,Facebook,"San Francisco, CA","Java, AWS, Docker",Mid,61658
Machine Learning Engineer,Amazon,"San Francisco, CA","JavaScript, React, Node.js",Mid,132468
DevOps Engineer,Facebook,"Boston, MA","Python, Pandas, Data Science",Senior,101150
Machine Learning Engineer,Tesla,"Seattle, WA","JavaScript, React, Node.js",Senior,74999
Data Scientist,Tesla,"Austin, TX","JavaScript, React, Node.js",Entry,66376
AI Engineer,Google,"San Francisco, CA","Java, AWS, Docker",Entry,111673
Machine Learning Engineer,Microsoft,"Seattle, WA","Python, Pandas, Data Science",Mid,63476
Software Engineer,Google,"New York, NY","C++, Deep Learning, TensorFlow",Entry,129902
Software Engineer,Tesla,"Boston, MA","Python, SQL, Machine Learning",Entry,151269
Machine Learning Engineer,Amazon,"New York, NY","Python, Pandas, Data Science",Mid,158331
Machine Learning Engineer,Amazon,"San Francisco, CA","C++, Deep Learning, TensorFlow",Senior,71164
Machine Learning Engineer,Google,"San Francisco, CA","Python, Pandas, Data Science",Senior,99316
Software Engineer,Tesla,"New York, NY","C++, Deep Learning, TensorFlow",Entry,122968
Software Engineer,Amazon,"San Francisco, CA","C++, Deep Learning, TensorFlow",Senior,197649
Machine Learning Engineer,Tesla,"Seattle, WA","Python, Pandas, Data Science",Senior,194942
DevOps Engineer,Amazon,"San Francisco, CA","Java, AWS, Docker",Entry,94094
DevOps Engineer,Tesla,"Boston, MA","Python, Pandas, Data Science",Mid,115329
Data Scientist,Facebook,"Seattle, WA","Python, Pandas, Data Science",Entry,143138
AI Engineer,Tesla,"Austin, TX","C++, Deep Learning, TensorFlow",Entry,126141
DevOps Engineer,Tesla,"San Francisco, CA","Python, SQL, Machine Learning",Entry,188307
Software Engineer,Google,"San Francisco, CA","C++, Deep Learning, TensorFlow",Mid,143197
DevOps Engineer,Facebook,"Boston, MA","JavaScript, React, Node.js",Mid,142318
Data Scientist,Microsoft,"Boston, MA","Python, Pandas, Data Science",Mid,139023
Data Scientist,Google,"New York, NY","Python, Pandas, Data Science",Mid,111962
AI Engineer,Microsoft,"New York, NY","Java, AWS, Docker",Entry,173037
DevOps Engineer,Amazon,"New York, NY","C++, Deep Learning, TensorFlow",Senior,147601
Software Engineer,Microsoft,"Boston, MA","Java, AWS, Docker",Entry,144859
Software Engineer,Tesla,"New York, NY","Python, Pandas, Data Science",Mid,150933
Machine Learning Engineer,Microsoft,"New York, NY","C++, Deep Learning, TensorFlow",Senior,105957
Software Engineer,Google,"Austin, TX","C++, Deep Learning, TensorFlow",Entry,142864
AI Engineer,Google,"New York, NY","JavaScript, React, Node.js",Senior,186358
AI Engineer,Microsoft,"San Francisco, CA","JavaScript, React, Node.js",Mid,103739
Software Engineer,Google,"Boston, MA","Python, SQL, Machine Learning",Senior,98733
Software Engineer,Google,"Seattle, WA","JavaScript, React, Node.js",Senior,105389
Machine Learning Engineer,Microsoft,"Austin, TX","C++, Deep Learning, TensorFlow",Mid,116922
Software Engineer,Facebook,"Boston, MA","JavaScript, React, Node.js",Senior,77580
Machine Learning Engineer,Facebook,"Boston, MA","Python, SQL, Machine Learning",Entry,175900
Machine Learning Engineer,Amazon,"San Francisco, CA","Python, Pandas, Data Science",Senior,191895
Software Engineer,Google,"New York, NY","JavaScript, React, Node.js",Entry,67084
Data Scientist,Microsoft,"San Francisco, CA","C++, Deep Learning, TensorFlow",Senior,137991
Data Scientist,Google,"New York, NY","Python, Pandas, Data Science",Senior,142455
Machine Learning Engineer,Tesla,"New York, NY","C++, Deep Learning, TensorFlow",Mid,172540
Software Engineer,Google,"Boston, MA","Python, Pandas, Data Science",Mid,174540
Data Scientist,Google,"New York, NY","C++, Deep Learning, TensorFlow",Entry,77333
Software Engineer,Facebook,"Austin, TX","JavaScript, React, Node.js",Mid,187182
Software Engineer,Microsoft,"Austin, TX","JavaScript, React, Node.js",Mid,96668
Software Engineer,Google,"Austin, TX","Python, SQL, Machine Learning",Mid,71945
DevOps Engineer,Facebook,"Boston, MA","Python, Pandas, Data Science",Mid,162528
Software Engineer,Amazon,"San Francisco, CA","Python, SQL, Machine Learning",Mid,106526
DevOps Engineer,Facebook,"Seattle, WA","Java, AWS, Docker",Entry,107717
Machine Learning Engineer,Facebook,"New York, NY","JavaScript, React, Node.js",Entry,150480
Data Scientist,Facebook,"Seattle, WA","Python, Pandas, Data Science",Mid,195673
Data Scientist,Google,"San Francisco, CA","Python, SQL, Machine Learning",Mid,72930
Data Scientist,Google,"San Francisco, CA","Python, SQL, Machine Learning",Entry,64333
Data Scientist,Amazon,"Boston, MA","Java, AWS, Docker",Senior,180384
Data Scientist,Tesla,"Austin, TX","Python, SQL, Machine Learning",Entry,77839
Data Scientist,Tesla,"Austin, TX","C++, Deep Learning, TensorFlow",Senior,111337
Data Scientist,Tesla,"San Francisco, CA","JavaScript, React, Node.js",Mid,80195
Machine Learning Engineer,Amazon,"Boston, MA","Python, SQL, Machine Learning",Mid,149229
Software Engineer,Tesla,"Boston, MA","Python, SQL, Machine Learning",Entry,173251
AI Engineer,Tesla,"New York, NY","Java, AWS, Docker",Mid,172265
DevOps Engineer,Facebook,"Austin, TX","C++, Deep Learning, TensorFlow",Senior,161986
AI Engineer,Google,"San Francisco, CA","Python, SQL, Machine Learning",Senior,110998
AI Engineer,Google,"Seattle, WA","JavaScript, React, Node.js",Entry,91558
Software Engineer,Facebook,"Austin, TX","JavaScript, React, Node.js",Senior,62985
Software Engineer,Facebook,"New York, NY","Python, SQL, Machine Learning",Entry,121794
Software Engineer,Facebook,"Boston, MA","C++, Deep Learning, TensorFlow",Entry,103585
Data Scientist,Google,"San Francisco, CA","JavaScript, React, Node.js",Senior,100264
Machine Learning Engineer,Tesla,"Austin, TX","JavaScript, React, Node.js",Senior,144816
Data Scientist,Facebook,"Seattle, WA","C++, Deep Learning, TensorFlow",Senior,94022
Machine Learning Engineer,Amazon,"New York, NY","C++, Deep Learning, TensorFlow",Senior,78065
Machine Learning Engineer,Facebook,"New York, NY","Python, SQL, Machine Learning",Senior,174382
AI Engineer,Microsoft,"Austin, TX","Python, Pandas, Data Science",Senior,188145
AI Engineer,Facebook,"Seattle, WA","Java, AWS, Docker",Senior,147191
Machine Learning Engineer,Google,"New York, NY","Python, Pandas, Data Science",Mid,131819
Machine Learning Engineer,Facebook,"San Francisco, CA","Python, Pandas, Data Science",Entry,167158
Data Scientist,Microsoft,"New York, NY","JavaScript, React, Node.js",Entry,63143
Data Scientist,Amazon,"Seattle, WA","C++, Deep Learning, TensorFlow",Senior,117505
AI Engineer,Tesla,"Boston, MA","JavaScript, React, Node.js",Entry,88896
Software Engineer,Facebook,"Boston, MA","Java, AWS, Docker",Senior,110629
Machine Learning Engineer,Microsoft,"Austin, TX","Python, SQL, Machine Learning",Mid,99916
Data Scientist,Microsoft,"Seattle, WA","Java, AWS, Docker",Entry,121330
AI Engineer,Amazon,"New York, NY","JavaScript, React, Node.js",Entry,67551
Data Scientist,Google,"New York, NY","JavaScript, React, Node.js",Mid,160972
Machine Learning Engineer,Facebook,"Boston, MA","JavaScript, React, Node.js",Mid,179623
Machine Learning Engineer,Microsoft,"Boston, MA","JavaScript, React, Node.js",Mid,173216
DevOps Engineer,Amazon,"San Francisco, CA","Python, Pandas, Data Science",Entry,127782
Software Engineer,Tesla,"Boston, MA","Python, SQL, Machine Learning",Entry,125391
DevOps Engineer,Microsoft,"San Francisco, CA","Python, Pandas, Data Science",Mid,164957
AI Engineer,Amazon,"New York, NY","JavaScript, React, Node.js",Mid,183546
Data Scientist,Google,"San Francisco, CA","C++, Deep Learning, TensorFlow",Mid,185006
AI Engineer,Google,"San Francisco, CA","Python, Pandas, Data Science",Mid,123411
Machine Learning Engineer,Microsoft,"Austin, TX","JavaScript, React, Node.js",Mid,133185
DevOps Engineer,Microsoft,"Boston, MA","JavaScript, React, Node.js",Senior,191960
DevOps Engineer,Facebook,"San Francisco, CA","Python, SQL, Machine Learning",Mid,187574
DevOps Engineer,Amazon,"New York, NY","Java, AWS, Docker",Senior,89424
AI Engineer,Microsoft,"Seattle, WA","Python, Pandas, Data Science",Entry,101559
Machine Learning Engineer,Facebook,"San Francisco, CA","Python, Pandas, Data Science",Entry,71075
Data Scientist,Facebook,"Boston, MA","Python, Pandas, Data Science",Senior,69950
Data Scientist,Microsoft,"Austin, TX","JavaScript, React, Node.js",Mid,196485
AI Engineer,Google,"New York, NY","Python, SQL, Machine Learning",Entry,99305
DevOps Engineer,Amazon,"Austin, TX","JavaScript, React, Node.js",Mid,63569
Software Engineer,Amazon,"Seattle, WA","JavaScript, React, Node.js",Mid,126778
AI Engineer,Google,"San Francisco, CA","C++, Deep Learning, TensorFlow",Senior,162633
AI Engineer,Microsoft,"San Francisco, CA","Python, SQL, Machine Learning",Entry,90085
Machine Learning Engineer,Amazon,"Boston, MA","Python, Pandas, Data Science",Entry,156307
Data Scientist,Microsoft,"San Francisco, CA","Java, AWS, Docker",Senior,152174
AI Engineer,Microsoft,"New York, NY","Python, Pandas, Data Science",Mid,96163
AI Engineer,Facebook,"Seattle, WA","JavaScript, React, Node.js",Mid,109592
DevOps Engineer,Google,"Austin, TX","Python, SQL, Machine Learning",Entry,177431
DevOps Engineer,Microsoft,"Seattle, WA","Python, SQL, Machine Learning",Senior,68039
Software Engineer,Tesla,"San Francisco, CA","Python, SQL, Machine Learning",Senior,199270
Machine Learning Engineer,Google,"Austin, TX","C++, Deep Learning, TensorFlow",Mid,63824
Software Engineer,Amazon,"Boston, MA","Python, Pandas, Data Science",Mid,110420
DevOps Engineer,Facebook,"Seattle, WA","C++, Deep Learning, TensorFlow",Senior,149535
Data Scientist,Amazon,"Austin, TX","Java, AWS, Docker",Entry,63436
DevOps Engineer,Amazon,"Austin, TX","JavaScript, React, Node.js",Mid,153550
Machine Learning Engineer,Google,"Austin, TX","C++, Deep Learning, TensorFlow",Senior,76057
DevOps Engineer,Amazon,"New York, NY","C++, Deep Learning, TensorFlow",Senior,61310
Machine Learning Engineer,Microsoft,"Seattle, WA","JavaScript, React, Node.js",Senior,186913
Machine Learning Engineer,Amazon,"Austin, TX","Python, SQL, Machine Learning",Entry,126013
Machine Learning Engineer,Facebook,"Seattle, WA","JavaScript, React, Node.js",Mid,120022
Machine Learning Engineer,Facebook,"Austin, TX","Python, Pandas, Data Science",Mid,199978
Machine Learning Engineer,Tesla,"Boston, MA","JavaScript, React, Node.js",Mid,78546
Data Scientist,Facebook,"Boston, MA","Python, SQL, Machine Learning",Entry,158812
Software Engineer,Amazon,"Boston, MA","JavaScript, React, Node.js",Mid,132855
AI Engineer,Facebook,"San Francisco, CA","C++, Deep Learning, TensorFlow",Mid,93149
Software Engineer,Google,"Austin, TX","Java, AWS, Docker",Mid,173591
Machine Learning Engineer,Facebook,"San Francisco, CA","C++, Deep Learning, TensorFlow",Mid,89858
Data Scientist,Microsoft,"Seattle, WA","Java, AWS, Docker",Entry,105330
DevOps Engineer,Google,"San Francisco, CA","JavaScript, React, Node.js",Senior,152203
Data Scientist,Tesla,"Seattle, WA","Python, Pandas, Data Science",Senior,85293
Machine Learning Engineer,Microsoft,"Seattle, WA","JavaScript, React, Node.js",Mid,116869
Data Scientist,Amazon,"Seattle, WA","Python, SQL, Machine Learning",Mid,150429
Data Scientist,Amazon,"San Francisco, CA","JavaScript, React, Node.js",Mid,195701
Machine Learning Engineer,Amazon,"Austin, TX","Java, AWS, Docker",Entry,65704
Data Scientist,Microsoft,"San Francisco, CA","C++, Deep Learning, TensorFlow",Mid,192848
AI Engineer,Microsoft,"Austin, TX","Python, Pandas, Data Science",Entry,108281
AI Engineer,Microsoft,"Austin, TX","JavaScript, React, Node.js",Mid,176972
Data Scientist,Google,"Seattle, WA","JavaScript, React, Node.js",Mid,173532
DevOps Engineer,Google,"San Francisco, CA","C++, Deep Learning, TensorFlow",Senior,126780
Machine Learning Engineer,Amazon,"Austin, TX","Python, Pandas, Data Science",Mid,192405
AI Engineer,Facebook,"Boston, MA","JavaScript, React, Node.js",Entry,115333
DevOps Engineer,Amazon,"Austin, TX","JavaScript, React, Node.js",Senior,193005
Data Scientist,Tesla,"Boston, MA","Java, AWS, Docker",Entry,149893
DevOps Engineer,Google,"San Francisco, CA","Java, AWS, Docker",Senior,122958
Software Engineer,Microsoft,"San Francisco, CA","Python, SQL, Machine Learning",Entry,197899
AI Engineer,Google,"San Francisco, CA","C++, Deep Learning, TensorFlow",Senior,90844
Data Scientist,Microsoft,"Austin, TX","Python, Pandas, Data Science",Entry,174501
Machine Learning Engineer,Tesla,"New York, NY","JavaScript, React, Node.js",Entry,151200
Data Scientist,Tesla,"Austin, TX","JavaScript, React, Node.js",Mid,60792
Machine Learning Engineer,Google,"Austin, TX","Python, SQL, Machine Learning",Senior,143187
Data Scientist,Microsoft,"Seattle, WA","JavaScript, React, Node.js",Senior,102510
DevOps Engineer,Tesla,"Seattle, WA","C++, Deep Learning, TensorFlow",Mid,173104
DevOps Engineer,Amazon,"Austin, TX","Python, SQL, Machine Learning",Entry,99632
DevOps Engineer,Amazon,"Boston, MA","C++, Deep Learning, TensorFlow",Entry,143568
Software Engineer,Microsoft,"Seattle, WA","Python, SQL, Machine Learning",Senior,125214
Machine Learning Engineer,Google,"Austin, TX","JavaScript, React, Node.js",Entry,104870
DevOps Engineer,Tesla,"New York, NY","Python, SQL, Machine Learning",Senior,108110
Software Engineer,Google,"Boston, MA","Java, AWS, Docker",Senior,169414
Machine Learning Engineer,Amazon,"San Francisco, CA","Python, Pandas, Data Science",Entry,196243
Data Scientist,Tesla,"Austin, TX","JavaScript, React, Node.js",Entry,78077
Software Engineer,Google,"Austin, TX","Python, Pandas, Data Science",Entry,124874
AI Engineer,Facebook,"Boston, MA","JavaScript, React, Node.js",Mid,69754
Software Engineer,Microsoft,"Seattle, WA","Python, Pandas, Data Science",Senior,85688
Software Engineer,Microsoft,"Seattle, WA","Java, AWS, Docker",Entry,67048
Machine Learning Engineer,Facebook,"Seattle, WA","Python, Pandas, Data Science",Mid,82568
Data Scientist,Amazon,"San Francisco, CA","Python, SQL, Machine Learning",Entry,157583
AI Engineer,Tesla,"Boston, MA","Python, Pandas, Data Science",Senior,154449
DevOps Engineer,Microsoft,"Boston, MA","JavaScript, React, Node.js",Mid,105217
DevOps Engineer,Facebook,"Seattle, WA","C++, Deep Learning, TensorFlow",Senior,199781
Software Engineer,Facebook,"Seattle, WA","Python, Pandas, Data Science",Entry,187873
Machine Learning Engineer,Amazon,"New York, NY","Python, Pandas, Data Science",Entry,85358
Machine Learning Engineer,Amazon,"New York, NY","Python, Pandas, Data Science",Entry,174064
DevOps Engineer,Google,"Austin, TX","JavaScript, React, Node.js",Mid,71023
